id,plot,block,substrateType,sandRatio,substrateDepth,seedmixType,targetType,seedDensity,surveyYear,botanist,accumulatedCov,speciesRichness,shannon,surveyYearF,botanistYear
L3_01_2021,L3_01,3,1,0,15,1,hay_meadow,4,2021,Markus_Bauer,82.5,16,2.090842947,2021,Markus_Bauer2021
L3_02_2018,L3_02,3,1,0,15,4,dry_grassland,8,2018,Jakob_Huber,26,11,1.54019625,2018,Jakob_Huber2018
L3_02_2019,L3_02,3,1,0,15,4,dry_grassland,8,2019,Linda_Weggler,84.5,12,1.021447235,2019,Linda_Weggler2019
L3_02_2020,L3_02,3,1,0,15,4,dry_grassland,8,2020,Katharina_Beck,77.5,15,1.358370909,2020,Katharina_Beck2020
L3_02_2021,L3_02,3,1,0,15,4,dry_grassland,8,2021,Markus_Bauer,87,17,1.818279606,2021,Markus_Bauer2021
L3_03_2018,L3_03,3,1,0,15,2,hay_meadow,8,2018,Jakob_Huber,26,10,1.007006111,2018,Jakob_Huber2018
L3_03_2019,L3_03,3,1,0,15,2,hay_meadow,8,2019,Linda_Weggler,71.5,15,1.563344024,2019,Linda_Weggler2019
L3_03_2020,L3_03,3,1,0,15,2,hay_meadow,8,2020,Katharina_Beck,74.5,15,1.437581382,2020,Katharina_Beck2020
L3_03_2021,L3_03,3,1,0,15,2,hay_meadow,8,2021,Markus_Bauer,81.5,19,2.343991232,2021,Markus_Bauer2021
L3_04_2018,L3_04,3,1,0,15,3,dry_grassland,4,2018,Jakob_Huber,30,12,1.251327411,2018,Jakob_Huber2018
L3_04_2019,L3_04,3,1,0,15,3,dry_grassland,4,2019,Linda_Weggler,70,12,1.230082261,2019,Linda_Weggler2019
L3_04_2020,L3_04,3,1,0,15,3,dry_grassland,4,2020,Katharina_Beck,75,16,1.32381441,2020,Katharina_Beck2020
L3_04_2021,L3_04,3,1,0,15,3,dry_grassland,4,2021,Markus_Bauer,94.5,16,1.858138985,2021,Markus_Bauer2021
L3_05_2018,L3_05,3,2,25,15,2,hay_meadow,8,2018,Jakob_Huber,26.5,11,1.5219559010000001,2018,Jakob_Huber2018
L3_05_2019,L3_05,3,2,25,15,2,hay_meadow,8,2019,Linda_Weggler,69,11,1.487894185,2019,Linda_Weggler2019
L3_05_2020,L3_05,3,2,25,15,2,hay_meadow,8,2020,Katharina_Beck,65.5,19,1.828529797,2020,Katharina_Beck2020
L3_05_2021,L3_05,3,2,25,15,2,hay_meadow,8,2021,Markus_Bauer,71,18,1.952398068,2021,Markus_Bauer2021
L3_06_2018,L3_06,3,2,25,15,1,hay_meadow,4,2018,Jakob_Huber,27,11,1.570838718,2018,Jakob_Huber2018
L3_06_2019,L3_06,3,2,25,15,1,hay_meadow,4,2019,Linda_Weggler,49,12,1.407354309,2019,Linda_Weggler2019
L3_06_2020,L3_06,3,2,25,15,1,hay_meadow,4,2020,Katharina_Beck,51,14,1.68004577,2020,Katharina_Beck2020
L3_06_2021,L3_06,3,2,25,15,1,hay_meadow,4,2021,Markus_Bauer,62,19,2.395640164,2021,Markus_Bauer2021
L3_07_2018,L3_07,3,2,25,15,3,dry_grassland,4,2018,Jakob_Huber,28,9,1.474367014,2018,Jakob_Huber2018
L3_07_2019,L3_07,3,2,25,15,3,dry_grassland,4,2019,Linda_Weggler,69,16,1.565796771,2019,Linda_Weggler2019
L3_07_2020,L3_07,3,2,25,15,3,dry_grassland,4,2020,Katharina_Beck,67.5,19,1.202766602,2020,Katharina_Beck2020
L3_07_2021,L3_07,3,2,25,15,3,dry_grassland,4,2021,Markus_Bauer,81,15,2.081257113,2021,Markus_Bauer2021
L3_08_2018,L3_08,3,2,25,15,4,dry_grassland,8,2018,Jakob_Huber,26.5,12,1.604735906,2018,Jakob_Huber2018
L3_08_2019,L3_08,3,2,25,15,4,dry_grassland,8,2019,Linda_Weggler,70.5,13,1.097303574,2019,Linda_Weggler2019
L3_08_2020,L3_08,3,2,25,15,4,dry_grassland,8,2020,Katharina_Beck,69,17,1.502067219,2020,Katharina_Beck2020
L3_08_2021,L3_08,3,2,25,15,4,dry_grassland,8,2021,Markus_Bauer,66.5,15,1.925701321,2021,Markus_Bauer2021
L3_09_2018,L3_09,3,3,50,15,4,dry_grassland,8,2018,Jakob_Huber,47,6,0.568954551,2018,Jakob_Huber2018
L3_09_2019,L3_09,3,3,50,15,4,dry_grassland,8,2019,Linda_Weggler,71,12,1.429087968,2019,Linda_Weggler2019
L3_09_2020,L3_09,3,3,50,15,4,dry_grassland,8,2020,Katharina_Beck,68,18,1.199096186,2020,Katharina_Beck2020
L3_09_2021,L3_09,3,3,50,15,4,dry_grassland,8,2021,Markus_Bauer,71,25,2.596609418,2021,Markus_Bauer2021
L3_10_2018,L3_10,3,3,50,15,2,hay_meadow,8,2018,Jakob_Huber,73,10,0.535558602,2018,Jakob_Huber2018
L3_10_2019,L3_10,3,3,50,15,2,hay_meadow,8,2019,Linda_Weggler,51,11,1.705728734,2019,Linda_Weggler2019
L3_10_2020,L3_10,3,3,50,15,2,hay_meadow,8,2020,Katharina_Beck,76,16,1.535024816,2020,Katharina_Beck2020
L3_10_2021,L3_10,3,3,50,15,2,hay_meadow,8,2021,Markus_Bauer,54,16,2.042295043,2021,Markus_Bauer2021
L3_11_2018,L3_11,3,3,50,15,3,dry_grassland,4,2018,Jakob_Huber,25.5,10,1.473502723,2018,Jakob_Huber2018
L3_11_2019,L3_11,3,3,50,15,3,dry_grassland,4,2019,Linda_Weggler,50,10,1.454660961,2019,Linda_Weggler2019
L3_11_2020,L3_11,3,3,50,15,3,dry_grassland,4,2020,Katharina_Beck,54,12,1.603134968,2020,Katharina_Beck2020
L3_11_2021,L3_11,3,3,50,15,3,dry_grassland,4,2021,Markus_Bauer,52.5,15,2.044322703,2021,Markus_Bauer2021
L3_12_2018,L3_12,3,3,50,15,1,hay_meadow,4,2018,Jakob_Huber,23,8,1.223656811,2018,Jakob_Huber2018
L3_12_2019,L3_12,3,3,50,15,1,hay_meadow,4,2019,Linda_Weggler,49.5,11,1.08303303,2019,Linda_Weggler2019
L3_12_2020,L3_12,3,3,50,15,1,hay_meadow,4,2020,Katharina_Beck,47,15,1.787266028,2020,Katharina_Beck2020
L3_12_2021,L3_12,3,3,50,15,1,hay_meadow,4,2021,Markus_Bauer,63,18,2.406117532,2021,Markus_Bauer2021
L3_13_2018,L3_13,3,4,0,30,1,hay_meadow,4,2018,Jakob_Huber,42.5,7,0.970764711,2018,Jakob_Huber2018
L3_13_2019,L3_13,3,4,0,30,1,hay_meadow,4,2019,Linda_Weggler,76,12,1.360846505,2019,Linda_Weggler2019
L3_13_2020,L3_13,3,4,0,30,1,hay_meadow,4,2020,Katharina_Beck,84.5,15,1.934624042,2020,Katharina_Beck2020
L3_13_2021,L3_13,3,4,0,30,1,hay_meadow,4,2021,Markus_Bauer,71.5,18,2.247487522,2021,Markus_Bauer2021
L3_14_2018,L3_14,3,4,0,30,4,dry_grassland,8,2018,Jakob_Huber,31.5,12,1.484472117,2018,Jakob_Huber2018
L3_14_2019,L3_14,3,4,0,30,4,dry_grassland,8,2019,Linda_Weggler,73,15,1.572208795,2019,Linda_Weggler2019
L3_14_2020,L3_14,3,4,0,30,4,dry_grassland,8,2020,Katharina_Beck,79.5,14,1.565339647,2020,Katharina_Beck2020
L3_14_2021,L3_14,3,4,0,30,4,dry_grassland,8,2021,Markus_Bauer,81.5,21,2.273149089,2021,Markus_Bauer2021
L3_15_2018,L3_15,3,4,0,30,2,hay_meadow,8,2018,Jakob_Huber,47.5,10,1.567769488,2018,Jakob_Huber2018
L3_15_2019,L3_15,3,4,0,30,2,hay_meadow,8,2019,Linda_Weggler,76,15,1.79980807,2019,Linda_Weggler2019
L3_15_2020,L3_15,3,4,0,30,2,hay_meadow,8,2020,Katharina_Beck,86.5,21,2.123533697,2020,Katharina_Beck2020
L3_15_2021,L3_15,3,4,0,30,2,hay_meadow,8,2021,Markus_Bauer,87.5,17,1.811413699,2021,Markus_Bauer2021
L3_16_2018,L3_16,3,4,0,30,3,dry_grassland,4,2018,Jakob_Huber,45.5,13,1.152888966,2018,Jakob_Huber2018
L3_16_2019,L3_16,3,4,0,30,3,dry_grassland,4,2019,Linda_Weggler,74,13,1.52405418,2019,Linda_Weggler2019
L3_16_2020,L3_16,3,4,0,30,3,dry_grassland,4,2020,Katharina_Beck,81.5,19,1.564892272,2020,Katharina_Beck2020
L3_16_2021,L3_16,3,4,0,30,3,dry_grassland,4,2021,Markus_Bauer,78,21,2.273481646,2021,Markus_Bauer2021
L3_17_2018,L3_17,3,5,25,30,3,dry_grassland,4,2018,Jakob_Huber,60,9,0.867135966,2018,Jakob_Huber2018
L3_17_2019,L3_17,3,5,25,30,3,dry_grassland,4,2019,Linda_Weggler,85,11,1.437420444,2019,Linda_Weggler2019
L3_17_2020,L3_17,3,5,25,30,3,dry_grassland,4,2020,Katharina_Beck,88,13,1.488930988,2020,Katharina_Beck2020
L3_17_2021,L3_17,3,5,25,30,3,dry_grassland,4,2021,Markus_Bauer,77,14,1.914508547,2021,Markus_Bauer2021
L3_18_2018,L3_18,3,5,25,30,4,dry_grassland,8,2018,Jakob_Huber,59,10,0.672863696,2018,Jakob_Huber2018
L3_18_2019,L3_18,3,5,25,30,4,dry_grassland,8,2019,Linda_Weggler,73,10,1.152434876,2019,Linda_Weggler2019
L3_18_2020,L3_18,3,5,25,30,4,dry_grassland,8,2020,Katharina_Beck,78,9,0.967278243,2020,Katharina_Beck2020
L3_18_2021,L3_18,3,5,25,30,4,dry_grassland,8,2021,Markus_Bauer,91,18,2.040546285,2021,Markus_Bauer2021
L3_19_2018,L3_19,3,5,25,30,1,hay_meadow,4,2018,Jakob_Huber,53.5,9,0.836597281,2018,Jakob_Huber2018
L3_19_2019,L3_19,3,5,25,30,1,hay_meadow,4,2019,Linda_Weggler,83,15,1.498387792,2019,Linda_Weggler2019
L3_19_2020,L3_19,3,5,25,30,1,hay_meadow,4,2020,Katharina_Beck,92,15,1.223115637,2020,Katharina_Beck2020
L3_19_2021,L3_19,3,5,25,30,1,hay_meadow,4,2021,Markus_Bauer,86,16,1.677446823,2021,Markus_Bauer2021
L3_20_2018,L3_20,3,5,25,30,2,hay_meadow,8,2018,Jakob_Huber,78.5,14,0.946919618,2018,Jakob_Huber2018
L3_20_2019,L3_20,3,5,25,30,2,hay_meadow,8,2019,Linda_Weggler,79.5,18,1.824517711,2019,Linda_Weggler2019
L3_20_2020,L3_20,3,5,25,30,2,hay_meadow,8,2020,Katharina_Beck,92,21,1.75710396,2020,Katharina_Beck2020
L3_20_2021,L3_20,3,5,25,30,2,hay_meadow,8,2021,Markus_Bauer,87.5,13,2.042979074,2021,Markus_Bauer2021
L3_21_2018,L3_21,3,6,50,30,1,hay_meadow,4,2018,Jakob_Huber,65.5,9,1.117307209,2018,Jakob_Huber2018
L3_21_2019,L3_21,3,6,50,30,1,hay_meadow,4,2019,Linda_Weggler,69,11,1.200100074,2019,Linda_Weggler2019
L3_21_2020,L3_21,3,6,50,30,1,hay_meadow,4,2020,Katharina_Beck,82,16,1.403312992,2020,Katharina_Beck2020
L3_21_2021,L3_21,3,6,50,30,1,hay_meadow,4,2021,Markus_Bauer,81,19,2.085117557,2021,Markus_Bauer2021
L3_22_2018,L3_22,3,6,50,30,4,dry_grassland,8,2018,Jakob_Huber,76,11,0.813625047,2018,Jakob_Huber2018
L3_22_2019,L3_22,3,6,50,30,4,dry_grassland,8,2019,Linda_Weggler,73,14,1.187660924,2019,Linda_Weggler2019
L3_22_2020,L3_22,3,6,50,30,4,dry_grassland,8,2020,Katharina_Beck,79.5,23,1.531426119,2020,Katharina_Beck2020
L3_22_2021,L3_22,3,6,50,30,4,dry_grassland,8,2021,Markus_Bauer,77,18,1.986523838,2021,Markus_Bauer2021
L3_23_2018,L3_23,3,6,50,30,2,hay_meadow,8,2018,Jakob_Huber,83,8,0.583405953,2018,Jakob_Huber2018
L3_23_2019,L3_23,3,6,50,30,2,hay_meadow,8,2019,Linda_Weggler,71.5,17,1.832789116,2019,Linda_Weggler2019
L3_23_2020,L3_23,3,6,50,30,2,hay_meadow,8,2020,Katharina_Beck,87.5,16,1.724856082,2020,Katharina_Beck2020
L3_23_2021,L3_23,3,6,50,30,2,hay_meadow,8,2021,Markus_Bauer,74.5,16,2.249068613,2021,Markus_Bauer2021
L3_24_2018,L3_24,3,6,50,30,3,dry_grassland,4,2018,Jakob_Huber,62.5,7,0.772163403,2018,Jakob_Huber2018
L3_24_2019,L3_24,3,6,50,30,3,dry_grassland,4,2019,Linda_Weggler,68.5,12,1.493512082,2019,Linda_Weggler2019
L3_24_2020,L3_24,3,6,50,30,3,dry_grassland,4,2020,Katharina_Beck,68.5,17,1.677132393,2020,Katharina_Beck2020
L3_24_2021,L3_24,3,6,50,30,3,dry_grassland,4,2021,Markus_Bauer,88,14,2.066414634,2021,Markus_Bauer2021
L4_01_2018,L4_01,4,1,0,15,3,dry_grassland,4,2018,Jakob_Huber,52,6,0.528922425,2018,Jakob_Huber2018
L4_01_2019,L4_01,4,1,0,15,3,dry_grassland,4,2019,Linda_Weggler,59,7,1.20914104,2019,Linda_Weggler2019
L4_01_2020,L4_01,4,1,0,15,3,dry_grassland,4,2020,Katharina_Beck,75.5,14,1.449349514,2020,Katharina_Beck2020
L4_01_2021,L4_01,4,1,0,15,3,dry_grassland,4,2021,Markus_Bauer,81.5,8,1.19780513,2021,Markus_Bauer2021
L4_02_2018,L4_02,4,1,0,15,4,dry_grassland,8,2018,Jakob_Huber,42.5,5,1.100453326,2018,Jakob_Huber2018
L4_02_2019,L4_02,4,1,0,15,4,dry_grassland,8,2019,Linda_Weggler,81,11,0.77747719,2019,Linda_Weggler2019
L4_02_2020,L4_02,4,1,0,15,4,dry_grassland,8,2020,Katharina_Beck,88,9,0.464100218,2020,Katharina_Beck2020
L4_02_2021,L4_02,4,1,0,15,4,dry_grassland,8,2021,Markus_Bauer,79.5,8,0.904504568,2021,Markus_Bauer2021
L4_03_2018,L4_03,4,1,0,15,2,hay_meadow,8,2018,Jakob_Huber,29.5,8,1.238626522,2018,Jakob_Huber2018
L4_03_2019,L4_03,4,1,0,15,2,hay_meadow,8,2019,Linda_Weggler,62,15,1.754168264,2019,Linda_Weggler2019
L4_03_2020,L4_03,4,1,0,15,2,hay_meadow,8,2020,Katharina_Beck,71,15,1.482318452,2020,Katharina_Beck2020
L4_03_2021,L4_03,4,1,0,15,2,hay_meadow,8,2021,Markus_Bauer,71,12,2.10419608,2021,Markus_Bauer2021
L4_04_2018,L4_04,4,1,0,15,1,hay_meadow,4,2018,Jakob_Huber,21,8,1.052277279,2018,Jakob_Huber2018
L4_04_2019,L4_04,4,1,0,15,1,hay_meadow,4,2019,Linda_Weggler,61,13,1.68764359,2019,Linda_Weggler2019
L4_04_2020,L4_04,4,1,0,15,1,hay_meadow,4,2020,Katharina_Beck,64,17,1.563422927,2020,Katharina_Beck2020
L4_04_2021,L4_04,4,1,0,15,1,hay_meadow,4,2021,Markus_Bauer,70,19,2.469504853,2021,Markus_Bauer2021
L4_05_2018,L4_05,4,2,25,15,4,dry_grassland,8,2018,Jakob_Huber,29.5,10,0.76226371,2018,Jakob_Huber2018
L4_05_2019,L4_05,4,2,25,15,4,dry_grassland,8,2019,Linda_Weggler,58.5,16,1.828138441,2019,Linda_Weggler2019
L4_05_2020,L4_05,4,2,25,15,4,dry_grassland,8,2020,Katharina_Beck,45.5,16,1.893706247,2020,Katharina_Beck2020
L4_05_2021,L4_05,4,2,25,15,4,dry_grassland,8,2021,Markus_Bauer,52,16,2.329574665,2021,Markus_Bauer2021
L4_06_2018,L4_06,4,2,25,15,1,hay_meadow,4,2018,Jakob_Huber,35,6,0.585477663,2018,Jakob_Huber2018
L4_06_2019,L4_06,4,2,25,15,1,hay_meadow,4,2019,Linda_Weggler,55.5,9,1.313739785,2019,Linda_Weggler2019
L4_06_2020,L4_06,4,2,25,15,1,hay_meadow,4,2020,Katharina_Beck,50,13,1.750294166,2020,Katharina_Beck2020
L4_06_2021,L4_06,4,2,25,15,1,hay_meadow,4,2021,Markus_Bauer,63,12,1.627502488,2021,Markus_Bauer2021
L4_07_2018,L4_07,4,2,25,15,3,dry_grassland,4,2018,Jakob_Huber,40,12,1.188079188,2018,Jakob_Huber2018
L4_07_2019,L4_07,4,2,25,15,3,dry_grassland,4,2019,Linda_Weggler,59,11,1.243212567,2019,Linda_Weggler2019
L4_07_2020,L4_07,4,2,25,15,3,dry_grassland,4,2020,Katharina_Beck,59,18,1.743801586,2020,Katharina_Beck2020
L4_07_2021,L4_07,4,2,25,15,3,dry_grassland,4,2021,Markus_Bauer,53.5,18,2.163793549,2021,Markus_Bauer2021
L4_08_2018,L4_08,4,2,25,15,2,hay_meadow,8,2018,Jakob_Huber,46,10,0.651056966,2018,Jakob_Huber2018
L4_08_2019,L4_08,4,2,25,15,2,hay_meadow,8,2019,Linda_Weggler,57.5,8,1.12543906,2019,Linda_Weggler2019
L4_08_2020,L4_08,4,2,25,15,2,hay_meadow,8,2020,Katharina_Beck,59,10,1.031177641,2020,Katharina_Beck2020
L4_08_2021,L4_08,4,2,25,15,2,hay_meadow,8,2021,Markus_Bauer,59.5,10,1.795720117,2021,Markus_Bauer2021
L4_09_2018,L4_09,4,3,50,15,2,hay_meadow,8,2018,Jakob_Huber,56,6,0.458208238,2018,Jakob_Huber2018
L4_09_2019,L4_09,4,3,50,15,2,hay_meadow,8,2019,Linda_Weggler,61.5,12,1.630654884,2019,Linda_Weggler2019
L4_09_2020,L4_09,4,3,50,15,2,hay_meadow,8,2020,Katharina_Beck,63.5,11,1.489093978,2020,Katharina_Beck2020
L4_09_2021,L4_09,4,3,50,15,2,hay_meadow,8,2021,Markus_Bauer,75,14,1.800756783,2021,Markus_Bauer2021
L4_10_2018,L4_10,4,3,50,15,4,dry_grassland,8,2018,Jakob_Huber,46.5,9,0.647516831,2018,Jakob_Huber2018
L4_10_2019,L4_10,4,3,50,15,4,dry_grassland,8,2019,Linda_Weggler,64,11,1.297313539,2019,Linda_Weggler2019
L4_10_2020,L4_10,4,3,50,15,4,dry_grassland,8,2020,Katharina_Beck,42,14,2.0539429830000002,2020,Katharina_Beck2020
L4_10_2021,L4_10,4,3,50,15,4,dry_grassland,8,2021,Markus_Bauer,74,11,1.635780403,2021,Markus_Bauer2021
L4_11_2018,L4_11,4,3,50,15,3,dry_grassland,4,2018,Jakob_Huber,47.5,7,0.941705013,2018,Jakob_Huber2018
L4_11_2019,L4_11,4,3,50,15,3,dry_grassland,4,2019,Linda_Weggler,60,10,1.382357148,2019,Linda_Weggler2019
L4_11_2020,L4_11,4,3,50,15,3,dry_grassland,4,2020,Katharina_Beck,45.5,11,1.548973069,2020,Katharina_Beck2020
L4_11_2021,L4_11,4,3,50,15,3,dry_grassland,4,2021,Markus_Bauer,70,12,1.819354158,2021,Markus_Bauer2021
L4_12_2018,L4_12,4,3,50,15,1,hay_meadow,4,2018,Jakob_Huber,26,6,0.793730055,2018,Jakob_Huber2018
L4_12_2019,L4_12,4,3,50,15,1,hay_meadow,4,2019,Linda_Weggler,37,9,1.275614337,2019,Linda_Weggler2019
L4_12_2020,L4_12,4,3,50,15,1,hay_meadow,4,2020,Katharina_Beck,41,14,1.884556692,2020,Katharina_Beck2020
L4_12_2021,L4_12,4,3,50,15,1,hay_meadow,4,2021,Markus_Bauer,63.5,13,2.083855348,2021,Markus_Bauer2021
L4_13_2018,L4_13,4,4,0,30,2,hay_meadow,8,2018,Jakob_Huber,48.5,6,0.833943042,2018,Jakob_Huber2018
L4_13_2019,L4_13,4,4,0,30,2,hay_meadow,8,2019,Linda_Weggler,70,13,1.445379496,2019,Linda_Weggler2019
L4_13_2020,L4_13,4,4,0,30,2,hay_meadow,8,2020,Katharina_Beck,92.5,16,1.622447429,2020,Katharina_Beck2020
L4_13_2021,L4_13,4,4,0,30,2,hay_meadow,8,2021,Markus_Bauer,83.5,12,1.813434621,2021,Markus_Bauer2021
L4_14_2018,L4_14,4,4,0,30,3,dry_grassland,4,2018,Jakob_Huber,58,8,0.745852986,2018,Jakob_Huber2018
L4_14_2019,L4_14,4,4,0,30,3,dry_grassland,4,2019,Linda_Weggler,67.5,9,1.442120066,2019,Linda_Weggler2019
L4_14_2020,L4_14,4,4,0,30,3,dry_grassland,4,2020,Katharina_Beck,79,14,1.800076467,2020,Katharina_Beck2020
L4_14_2021,L4_14,4,4,0,30,3,dry_grassland,4,2021,Markus_Bauer,72.5,13,1.729503838,2021,Markus_Bauer2021
L4_15_2018,L4_15,4,4,0,30,4,dry_grassland,8,2018,Jakob_Huber,62,6,0.623252017,2018,Jakob_Huber2018
L4_15_2019,L4_15,4,4,0,30,4,dry_grassland,8,2019,Linda_Weggler,84,11,1.290816961,2019,Linda_Weggler2019
L4_15_2020,L4_15,4,4,0,30,4,dry_grassland,8,2020,Katharina_Beck,100,12,1.132018071,2020,Katharina_Beck2020
L4_15_2021,L4_15,4,4,0,30,4,dry_grassland,8,2021,Markus_Bauer,97.5,10,1.604144669,2021,Markus_Bauer2021
L4_16_2018,L4_16,4,4,0,30,1,hay_meadow,4,2018,Jakob_Huber,32.5,7,0.810894944,2018,Jakob_Huber2018
L4_16_2019,L4_16,4,4,0,30,1,hay_meadow,4,2019,Linda_Weggler,67,12,1.514137626,2019,Linda_Weggler2019
L4_16_2020,L4_16,4,4,0,30,1,hay_meadow,4,2020,Katharina_Beck,73,15,1.67190166,2020,Katharina_Beck2020
L4_16_2021,L4_16,4,4,0,30,1,hay_meadow,4,2021,Markus_Bauer,92.5,18,2.059947527,2021,Markus_Bauer2021
L4_17_2018,L4_17,4,5,25,30,1,hay_meadow,4,2018,Jakob_Huber,40,10,1.446327725,2018,Jakob_Huber2018
L4_17_2019,L4_17,4,5,25,30,1,hay_meadow,4,2019,Linda_Weggler,66,11,1.59909434,2019,Linda_Weggler2019
L4_17_2020,L4_17,4,5,25,30,1,hay_meadow,4,2020,Katharina_Beck,63.5,19,2.000859335,2020,Katharina_Beck2020
L4_17_2021,L4_17,4,5,25,30,1,hay_meadow,4,2021,Markus_Bauer,74,11,1.369282875,2021,Markus_Bauer2021
L4_18_2018,L4_18,4,5,25,30,2,hay_meadow,8,2018,Jakob_Huber,65.5,13,1.004824867,2018,Jakob_Huber2018
L4_18_2019,L4_18,4,5,25,30,2,hay_meadow,8,2019,Linda_Weggler,72.5,19,1.76040237,2019,Linda_Weggler2019
L4_18_2020,L4_18,4,5,25,30,2,hay_meadow,8,2020,Katharina_Beck,56.5,18,1.767813115,2020,Katharina_Beck2020
L4_18_2021,L4_18,4,5,25,30,2,hay_meadow,8,2021,Markus_Bauer,74.5,12,1.66507438,2021,Markus_Bauer2021
L4_19_2018,L4_19,4,5,25,30,3,dry_grassland,4,2018,Jakob_Huber,45.5,12,0.658528399,2018,Jakob_Huber2018
L4_19_2019,L4_19,4,5,25,30,3,dry_grassland,4,2019,Linda_Weggler,73.5,12,1.477214059,2019,Linda_Weggler2019
L4_19_2020,L4_19,4,5,25,30,3,dry_grassland,4,2020,Katharina_Beck,65.5,18,2.076566027,2020,Katharina_Beck2020
L4_19_2021,L4_19,4,5,25,30,3,dry_grassland,4,2021,Markus_Bauer,59,12,1.808991198,2021,Markus_Bauer2021
L4_20_2018,L4_20,4,5,25,30,4,dry_grassland,8,2018,Jakob_Huber,43,8,0.90114591,2018,Jakob_Huber2018
L4_20_2019,L4_20,4,5,25,30,4,dry_grassland,8,2019,Linda_Weggler,70.5,17,1.717814585,2019,Linda_Weggler2019
L4_20_2020,L4_20,4,5,25,30,4,dry_grassland,8,2020,Katharina_Beck,60,16,2.036894215,2020,Katharina_Beck2020
L4_20_2021,L4_20,4,5,25,30,4,dry_grassland,8,2021,Markus_Bauer,74,13,1.710715233,2021,Markus_Bauer2021
L4_21_2018,L4_21,4,6,50,30,4,dry_grassland,8,2018,Jakob_Huber,36,11,1.318124437,2018,Jakob_Huber2018
L4_21_2019,L4_21,4,6,50,30,4,dry_grassland,8,2019,Linda_Weggler,61.5,14,1.602808683,2019,Linda_Weggler2019
L4_21_2020,L4_21,4,6,50,30,4,dry_grassland,8,2020,Katharina_Beck,58,17,2.207874645,2020,Katharina_Beck2020
L4_21_2021,L4_21,4,6,50,30,4,dry_grassland,8,2021,Markus_Bauer,67.5,12,1.864706066,2021,Markus_Bauer2021
L4_22_2018,L4_22,4,6,50,30,1,hay_meadow,4,2018,Jakob_Huber,21.5,6,1.296866457,2018,Jakob_Huber2018
L4_22_2019,L4_22,4,6,50,30,1,hay_meadow,4,2019,Linda_Weggler,56.5,10,1.48742891,2019,Linda_Weggler2019
L4_22_2020,L4_22,4,6,50,30,1,hay_meadow,4,2020,Katharina_Beck,55,11,1.627055153,2020,Katharina_Beck2020
L4_22_2021,L4_22,4,6,50,30,1,hay_meadow,4,2021,Markus_Bauer,71.5,12,1.708976388,2021,Markus_Bauer2021
L4_23_2018,L4_23,4,6,50,30,2,hay_meadow,8,2018,Jakob_Huber,38,8,1.309015795,2018,Jakob_Huber2018
L4_23_2019,L4_23,4,6,50,30,2,hay_meadow,8,2019,Linda_Weggler,59.5,18,1.89439952,2019,Linda_Weggler2019
L4_23_2020,L4_23,4,6,50,30,2,hay_meadow,8,2020,Katharina_Beck,45,13,1.528871125,2020,Katharina_Beck2020
L4_23_2021,L4_23,4,6,50,30,2,hay_meadow,8,2021,Markus_Bauer,65,13,1.54421065,2021,Markus_Bauer2021
L4_24_2018,L4_24,4,6,50,30,3,dry_grassland,4,2018,Jakob_Huber,19.5,4,0.762887894,2018,Jakob_Huber2018
L4_24_2019,L4_24,4,6,50,30,3,dry_grassland,4,2019,Linda_Weggler,50,14,1.993573231,2019,Linda_Weggler2019
L4_24_2020,L4_24,4,6,50,30,3,dry_grassland,4,2020,Katharina_Beck,56,13,1.647057179,2020,Katharina_Beck2020
L4_24_2021,L4_24,4,6,50,30,3,dry_grassland,4,2021,Markus_Bauer,72,15,1.895747088,2021,Markus_Bauer2021
L5_01_2018,L5_01,5,1,0,15,3,dry_grassland,4,2018,Simon_Reith,52.5,8,1.092580876,2018,Simon_Reith2018
L5_01_2019,L5_01,5,1,0,15,3,dry_grassland,4,2019,Markus_Bauer,98.5,9,0.87906682,2019,Markus_Bauer2019
L5_01_2020,L5_01,5,1,0,15,3,dry_grassland,4,2020,Jakob_Huber,80,15,1.485625761,2020,Jakob_Huber2020
L5_01_2021,L5_01,5,1,0,15,3,dry_grassland,4,2021,Markus_Bauer,83.5,9,1.211205691,2021,Markus_Bauer2021
L5_02_2018,L5_02,5,1,0,15,1,hay_meadow,4,2018,Simon_Reith,24,10,1.26574742,2018,Simon_Reith2018
L5_02_2019,L5_02,5,1,0,15,1,hay_meadow,4,2019,Markus_Bauer,77.5,12,1.571582825,2019,Markus_Bauer2019
L5_02_2020,L5_02,5,1,0,15,1,hay_meadow,4,2020,Jakob_Huber,74,14,1.188912251,2020,Jakob_Huber2020
L5_02_2021,L5_02,5,1,0,15,1,hay_meadow,4,2021,Markus_Bauer,66,16,1.899156135,2021,Markus_Bauer2021
L5_03_2018,L5_03,5,1,0,15,4,dry_grassland,8,2018,Simon_Reith,21,11,1.63086786,2018,Simon_Reith2018
L5_03_2019,L5_03,5,1,0,15,4,dry_grassland,8,2019,Markus_Bauer,51.5,12,1.249277475,2019,Markus_Bauer2019
L5_03_2020,L5_03,5,1,0,15,4,dry_grassland,8,2020,Jakob_Huber,62,15,1.473049601,2020,Jakob_Huber2020
L5_03_2021,L5_03,5,1,0,15,4,dry_grassland,8,2021,Markus_Bauer,60,14,2.050979901,2021,Markus_Bauer2021
L5_04_2018,L5_04,5,1,0,15,2,hay_meadow,8,2018,Simon_Reith,18.5,8,0.853190306,2018,Simon_Reith2018
