id,plot,block,substrateType,sandRatio,substrateDepth,seedmixType,targetType,seedDensity,surveyYear,botanist,accumulatedCov,speciesRichness,shannon,surveyYearF,botanistYear
L5_04_2019,L5_04,5,1,0,15,2,hay_meadow,8,2019,Markus_Bauer,61.5,8,1.089441621,2019,Markus_Bauer2019
L5_04_2020,L5_04,5,1,0,15,2,hay_meadow,8,2020,Jakob_Huber,70,13,1.502171397,2020,Jakob_Huber2020
L5_04_2021,L5_04,5,1,0,15,2,hay_meadow,8,2021,Markus_Bauer,70,13,2.01739621,2021,Markus_Bauer2021
L5_05_2018,L5_05,5,2,25,15,2,hay_meadow,8,2018,Simon_Reith,13,7,0.953687097,2018,Simon_Reith2018
L5_05_2019,L5_05,5,2,25,15,2,hay_meadow,8,2019,Markus_Bauer,62.5,7,0.843375266,2019,Markus_Bauer2019
L5_05_2020,L5_05,5,2,25,15,2,hay_meadow,8,2020,Jakob_Huber,72,13,1.322843855,2020,Jakob_Huber2020
L5_05_2021,L5_05,5,2,25,15,2,hay_meadow,8,2021,Markus_Bauer,71,15,1.913347522,2021,Markus_Bauer2021
L5_06_2018,L5_06,5,2,25,15,3,dry_grassland,4,2018,Simon_Reith,20,12,1.615367044,2018,Simon_Reith2018
L5_06_2019,L5_06,5,2,25,15,3,dry_grassland,4,2019,Markus_Bauer,87,7,0.995131944,2019,Markus_Bauer2019
L5_06_2020,L5_06,5,2,25,15,3,dry_grassland,4,2020,Jakob_Huber,72.5,14,1.127883908,2020,Jakob_Huber2020
L5_06_2021,L5_06,5,2,25,15,3,dry_grassland,4,2021,Markus_Bauer,60,15,1.732722817,2021,Markus_Bauer2021
L5_07_2018,L5_07,5,2,25,15,4,dry_grassland,8,2018,Simon_Reith,22.5,13,1.415971403,2018,Simon_Reith2018
L5_07_2019,L5_07,5,2,25,15,4,dry_grassland,8,2019,Markus_Bauer,53,13,1.191176177,2019,Markus_Bauer2019
L5_07_2020,L5_07,5,2,25,15,4,dry_grassland,8,2020,Jakob_Huber,71.5,15,1.655447024,2020,Jakob_Huber2020
L5_07_2021,L5_07,5,2,25,15,4,dry_grassland,8,2021,Markus_Bauer,71.5,18,2.247487522,2021,Markus_Bauer2021
L5_08_2018,L5_08,5,2,25,15,1,hay_meadow,4,2018,Simon_Reith,18.5,10,1.55117792,2018,Simon_Reith2018
L5_08_2019,L5_08,5,2,25,15,1,hay_meadow,4,2019,Markus_Bauer,98,16,1.394581229,2019,Markus_Bauer2019
L5_08_2020,L5_08,5,2,25,15,1,hay_meadow,4,2020,Jakob_Huber,87.5,17,1.878460345,2020,Jakob_Huber2020
L5_08_2021,L5_08,5,2,25,15,1,hay_meadow,4,2021,Markus_Bauer,80.5,15,2.025834555,2021,Markus_Bauer2021
L5_09_2018,L5_09,5,3,50,15,2,hay_meadow,8,2018,Simon_Reith,31.5,5,0.672864866,2018,Simon_Reith2018
L5_09_2019,L5_09,5,3,50,15,2,hay_meadow,8,2019,Markus_Bauer,28,15,1.714244359,2019,Markus_Bauer2019
L5_09_2020,L5_09,5,3,50,15,2,hay_meadow,8,2020,Jakob_Huber,52,23,1.862251504,2020,Jakob_Huber2020
L5_09_2021,L5_09,5,3,50,15,2,hay_meadow,8,2021,Markus_Bauer,51.5,21,2.502277678,2021,Markus_Bauer2021
L5_10_2018,L5_10,5,3,50,15,4,dry_grassland,8,2018,Simon_Reith,43,8,1.022831525,2018,Simon_Reith2018
L5_10_2019,L5_10,5,3,50,15,4,dry_grassland,8,2019,Markus_Bauer,78.5,9,0.503024212,2019,Markus_Bauer2019
L5_10_2020,L5_10,5,3,50,15,4,dry_grassland,8,2020,Jakob_Huber,85,19,1.815667419,2020,Jakob_Huber2020
L5_10_2021,L5_10,5,3,50,15,4,dry_grassland,8,2021,Markus_Bauer,80,15,1.788653839,2021,Markus_Bauer2021
L5_11_2018,L5_11,5,3,50,15,3,dry_grassland,4,2018,Simon_Reith,41.5,5,0.737210256,2018,Simon_Reith2018
L5_11_2019,L5_11,5,3,50,15,3,dry_grassland,4,2019,Markus_Bauer,47,10,0.699542787,2019,Markus_Bauer2019
L5_11_2020,L5_11,5,3,50,15,3,dry_grassland,4,2020,Jakob_Huber,89.5,25,2.181807921,2020,Jakob_Huber2020
L5_11_2021,L5_11,5,3,50,15,3,dry_grassland,4,2021,Markus_Bauer,83,17,1.750349509,2021,Markus_Bauer2021
L5_12_2018,L5_12,5,3,50,15,1,hay_meadow,4,2018,Simon_Reith,38,8,1.046639924,2018,Simon_Reith2018
L5_12_2019,L5_12,5,3,50,15,1,hay_meadow,4,2019,Markus_Bauer,48,9,0.742912097,2019,Markus_Bauer2019
L5_12_2020,L5_12,5,3,50,15,1,hay_meadow,4,2020,Jakob_Huber,89.5,16,1.846213047,2020,Jakob_Huber2020
L5_12_2021,L5_12,5,3,50,15,1,hay_meadow,4,2021,Markus_Bauer,83,12,1.516516725,2021,Markus_Bauer2021
L5_13_2018,L5_13,5,4,0,30,1,hay_meadow,4,2018,Simon_Reith,43.5,9,0.78291366,2018,Simon_Reith2018
L5_13_2019,L5_13,5,4,0,30,1,hay_meadow,4,2019,Markus_Bauer,96.5,13,1.412539384,2019,Markus_Bauer2019
L5_13_2020,L5_13,5,4,0,30,1,hay_meadow,4,2020,Jakob_Huber,81.5,12,1.23908819,2020,Jakob_Huber2020
L5_13_2021,L5_13,5,4,0,30,1,hay_meadow,4,2021,Markus_Bauer,72,19,2.273312838,2021,Markus_Bauer2021
L5_14_2018,L5_14,5,4,0,30,4,dry_grassland,8,2018,Simon_Reith,28,8,0.979261885,2018,Simon_Reith2018
L5_14_2019,L5_14,5,4,0,30,4,dry_grassland,8,2019,Markus_Bauer,89,7,0.591586264,2019,Markus_Bauer2019
L5_14_2020,L5_14,5,4,0,30,4,dry_grassland,8,2020,Jakob_Huber,89,13,1.337499413,2020,Jakob_Huber2020
L5_14_2021,L5_14,5,4,0,30,4,dry_grassland,8,2021,Markus_Bauer,80.5,8,1.653693899,2021,Markus_Bauer2021
L5_15_2018,L5_15,5,4,0,30,3,dry_grassland,4,2018,Simon_Reith,32.5,13,1.079828382,2018,Simon_Reith2018
L5_15_2019,L5_15,5,4,0,30,3,dry_grassland,4,2019,Markus_Bauer,74.5,12,1.293137832,2019,Markus_Bauer2019
L5_15_2020,L5_15,5,4,0,30,3,dry_grassland,4,2020,Jakob_Huber,80.5,20,1.94047496,2020,Jakob_Huber2020
L5_15_2021,L5_15,5,4,0,30,3,dry_grassland,4,2021,Markus_Bauer,74,22,2.186253127,2021,Markus_Bauer2021
L5_16_2018,L5_16,5,4,0,30,2,hay_meadow,8,2018,Simon_Reith,15,8,1.219203284,2018,Simon_Reith2018
L5_16_2019,L5_16,5,4,0,30,2,hay_meadow,8,2019,Markus_Bauer,76,10,1.326600588,2019,Markus_Bauer2019
L5_16_2020,L5_16,5,4,0,30,2,hay_meadow,8,2020,Jakob_Huber,92.5,19,1.460145341,2020,Jakob_Huber2020
L5_16_2021,L5_16,5,4,0,30,2,hay_meadow,8,2021,Markus_Bauer,74,16,1.968761517,2021,Markus_Bauer2021
L5_17_2018,L5_17,5,5,25,30,1,hay_meadow,4,2018,Simon_Reith,52,5,0.216342643,2018,Simon_Reith2018
L5_17_2019,L5_17,5,5,25,30,1,hay_meadow,4,2019,Markus_Bauer,84.5,6,0.849398435,2019,Markus_Bauer2019
L5_17_2020,L5_17,5,5,25,30,1,hay_meadow,4,2020,Jakob_Huber,86.5,17,1.571756806,2020,Jakob_Huber2020
L5_17_2021,L5_17,5,5,25,30,1,hay_meadow,4,2021,Markus_Bauer,60.5,18,2.127722417,2021,Markus_Bauer2021
L5_18_2018,L5_18,5,5,25,30,3,dry_grassland,4,2018,Simon_Reith,52,5,0.216342643,2018,Simon_Reith2018
L5_18_2019,L5_18,5,5,25,30,3,dry_grassland,4,2019,Markus_Bauer,87,9,0.967736202,2019,Markus_Bauer2019
L5_18_2020,L5_18,5,5,25,30,3,dry_grassland,4,2020,Jakob_Huber,86,24,1.422486684,2020,Jakob_Huber2020
L5_18_2021,L5_18,5,5,25,30,3,dry_grassland,4,2021,Markus_Bauer,71,14,1.59653899,2021,Markus_Bauer2021
L5_19_2018,L5_19,5,5,25,30,2,hay_meadow,8,2018,Simon_Reith,47.5,7,0.621371821,2018,Simon_Reith2018
L5_19_2019,L5_19,5,5,25,30,2,hay_meadow,8,2019,Markus_Bauer,80.5,13,1.007399593,2019,Markus_Bauer2019
L5_19_2020,L5_19,5,5,25,30,2,hay_meadow,8,2020,Jakob_Huber,83,19,1.39379771,2020,Jakob_Huber2020
L5_19_2021,L5_19,5,5,25,30,2,hay_meadow,8,2021,Markus_Bauer,86,11,1.322036374,2021,Markus_Bauer2021
L5_20_2018,L5_20,5,5,25,30,4,dry_grassland,8,2018,Simon_Reith,71.5,9,0.462634593,2018,Simon_Reith2018
L5_20_2019,L5_20,5,5,25,30,4,dry_grassland,8,2019,Markus_Bauer,93.5,16,1.419451853,2019,Markus_Bauer2019
L5_20_2020,L5_20,5,5,25,30,4,dry_grassland,8,2020,Jakob_Huber,86,21,1.808123223,2020,Jakob_Huber2020
L5_20_2021,L5_20,5,5,25,30,4,dry_grassland,8,2021,Markus_Bauer,73,13,1.533863564,2021,Markus_Bauer2021
L5_21_2018,L5_21,5,6,50,30,3,dry_grassland,4,2018,Simon_Reith,75,12,0.638599764,2018,Simon_Reith2018
L5_21_2019,L5_21,5,6,50,30,3,dry_grassland,4,2019,Markus_Bauer,69.5,4,0.83969997,2019,Markus_Bauer2019
L5_21_2020,L5_21,5,6,50,30,3,dry_grassland,4,2020,Jakob_Huber,80.5,14,1.12561473,2020,Jakob_Huber2020
L5_21_2021,L5_21,5,6,50,30,3,dry_grassland,4,2021,Markus_Bauer,75.5,11,1.685908351,2021,Markus_Bauer2021
L5_22_2018,L5_22,5,6,50,30,1,hay_meadow,4,2018,Simon_Reith,62.5,7,0.507684208,2018,Simon_Reith2018
L5_22_2019,L5_22,5,6,50,30,1,hay_meadow,4,2019,Markus_Bauer,52,10,0.6469541,2019,Markus_Bauer2019
L5_22_2020,L5_22,5,6,50,30,1,hay_meadow,4,2020,Jakob_Huber,66.5,15,1.325693746,2020,Jakob_Huber2020
L5_22_2021,L5_22,5,6,50,30,1,hay_meadow,4,2021,Markus_Bauer,76,21,2.108601252,2021,Markus_Bauer2021
L5_23_2018,L5_23,5,6,50,30,4,dry_grassland,8,2018,Simon_Reith,43,8,0.90114591,2018,Simon_Reith2018
L5_23_2019,L5_23,5,6,50,30,4,dry_grassland,8,2019,Markus_Bauer,74,12,0.849775826,2019,Markus_Bauer2019
L5_23_2020,L5_23,5,6,50,30,4,dry_grassland,8,2020,Jakob_Huber,87.5,19,1.506240809,2020,Jakob_Huber2020
L5_23_2021,L5_23,5,6,50,30,4,dry_grassland,8,2021,Markus_Bauer,78.5,17,1.852187879,2021,Markus_Bauer2021
L5_24_2018,L5_24,5,6,50,30,2,hay_meadow,8,2018,Simon_Reith,36,8,0.715399028,2018,Simon_Reith2018
L5_24_2019,L5_24,5,6,50,30,2,hay_meadow,8,2019,Markus_Bauer,39.5,12,1.451781086,2019,Markus_Bauer2019
L5_24_2020,L5_24,5,6,50,30,2,hay_meadow,8,2020,Jakob_Huber,60,15,1.828393205,2020,Jakob_Huber2020
L5_24_2021,L5_24,5,6,50,30,2,hay_meadow,8,2021,Markus_Bauer,73.5,14,1.681578423,2021,Markus_Bauer2021
L6_01_2018,L6_01,6,1,0,15,4,dry_grassland,8,2018,Simon_Reith,18.5,11,1.541994188,2018,Simon_Reith2018
L6_01_2019,L6_01,6,1,0,15,4,dry_grassland,8,2019,Markus_Bauer,47,13,1.233502265,2019,Markus_Bauer2019
L6_01_2020,L6_01,6,1,0,15,4,dry_grassland,8,2020,Katharina_Beck,81,17,2.385013945,2020,Katharina_Beck2020
L6_01_2021,L6_01,6,1,0,15,4,dry_grassland,8,2021,Markus_Bauer,81.5,19,2.269312328,2021,Markus_Bauer2021
L6_02_2018,L6_02,6,1,0,15,2,hay_meadow,8,2018,Simon_Reith,21,13,1.783018303,2018,Simon_Reith2018
L6_02_2019,L6_02,6,1,0,15,2,hay_meadow,8,2019,Markus_Bauer,41.5,13,2.104597924,2019,Markus_Bauer2019
L6_02_2020,L6_02,6,1,0,15,2,hay_meadow,8,2020,Katharina_Beck,71,18,2.194323216,2020,Katharina_Beck2020
L6_02_2021,L6_02,6,1,0,15,2,hay_meadow,8,2021,Markus_Bauer,71,19,2.369928022,2021,Markus_Bauer2021
L6_03_2018,L6_03,6,1,0,15,3,dry_grassland,4,2018,Simon_Reith,57.5,10,0.643998446,2018,Simon_Reith2018
L6_03_2019,L6_03,6,1,0,15,3,dry_grassland,4,2019,Markus_Bauer,60,13,1.297537223,2019,Markus_Bauer2019
L6_03_2020,L6_03,6,1,0,15,3,dry_grassland,4,2020,Katharina_Beck,75.5,13,0.960090068,2020,Katharina_Beck2020
L6_03_2021,L6_03,6,1,0,15,3,dry_grassland,4,2021,Markus_Bauer,72.5,15,1.686948187,2021,Markus_Bauer2021
L6_04_2018,L6_04,6,1,0,15,1,hay_meadow,4,2018,Simon_Reith,30,10,1.671378782,2018,Simon_Reith2018
L6_04_2019,L6_04,6,1,0,15,1,hay_meadow,4,2019,Markus_Bauer,42,17,1.960188991,2019,Markus_Bauer2019
L6_04_2020,L6_04,6,1,0,15,1,hay_meadow,4,2020,Katharina_Beck,72.5,23,2.442299653,2020,Katharina_Beck2020
L6_04_2021,L6_04,6,1,0,15,1,hay_meadow,4,2021,Markus_Bauer,73.5,21,2.311240451,2021,Markus_Bauer2021
L6_05_2018,L6_05,6,2,25,15,3,dry_grassland,4,2018,Simon_Reith,27,10,1.489591675,2018,Simon_Reith2018
L6_05_2019,L6_05,6,2,25,15,3,dry_grassland,4,2019,Linda_Weggler,46.5,18,2.111226779,2019,Linda_Weggler2019
L6_05_2020,L6_05,6,2,25,15,3,dry_grassland,4,2020,Katharina_Beck,51,24,2.519136562,2020,Katharina_Beck2020
L6_05_2021,L6_05,6,2,25,15,3,dry_grassland,4,2021,Markus_Bauer,50,15,1.920502431,2021,Markus_Bauer2021
L6_06_2018,L6_06,6,2,25,15,4,dry_grassland,8,2018,Simon_Reith,48.5,9,0.89110982,2018,Simon_Reith2018
L6_06_2019,L6_06,6,2,25,15,4,dry_grassland,8,2019,Linda_Weggler,61.5,17,1.482821866,2019,Linda_Weggler2019
L6_06_2020,L6_06,6,2,25,15,4,dry_grassland,8,2020,Katharina_Beck,70,19,2.25217017,2020,Katharina_Beck2020
L6_06_2021,L6_06,6,2,25,15,4,dry_grassland,8,2021,Markus_Bauer,57,17,2.00158539,2021,Markus_Bauer2021
L6_07_2018,L6_07,6,2,25,15,1,hay_meadow,4,2018,Simon_Reith,20.5,9,1.089642825,2018,Simon_Reith2018
L6_07_2019,L6_07,6,2,25,15,1,hay_meadow,4,2019,Linda_Weggler,67.5,17,1.215516934,2019,Linda_Weggler2019
L6_07_2020,L6_07,6,2,25,15,1,hay_meadow,4,2020,Katharina_Beck,69.5,17,2.093617587,2020,Katharina_Beck2020
L6_07_2021,L6_07,6,2,25,15,1,hay_meadow,4,2021,Markus_Bauer,66.5,13,2.012522895,2021,Markus_Bauer2021
L6_08_2018,L6_08,6,2,25,15,2,hay_meadow,8,2018,Simon_Reith,15.5,7,1.15446455,2018,Simon_Reith2018
L6_08_2019,L6_08,6,2,25,15,2,hay_meadow,8,2019,Linda_Weggler,60.5,14,1.213124205,2019,Linda_Weggler2019
L6_08_2020,L6_08,6,2,25,15,2,hay_meadow,8,2020,Katharina_Beck,80.5,16,1.946036667,2020,Katharina_Beck2020
L6_08_2021,L6_08,6,2,25,15,2,hay_meadow,8,2021,Markus_Bauer,77,11,1.734470318,2021,Markus_Bauer2021
L6_09_2018,L6_09,6,3,50,15,1,hay_meadow,4,2018,Simon_Reith,48.5,8,0.399629841,2018,Simon_Reith2018
L6_09_2019,L6_09,6,3,50,15,1,hay_meadow,4,2019,Linda_Weggler,43.5,18,2.502480597,2019,Linda_Weggler2019
L6_09_2020,L6_09,6,3,50,15,1,hay_meadow,4,2020,Katharina_Beck,74,19,1.978612292,2020,Katharina_Beck2020
L6_09_2021,L6_09,6,3,50,15,1,hay_meadow,4,2021,Markus_Bauer,63.5,20,2.214843792,2021,Markus_Bauer2021
L6_10_2018,L6_10,6,3,50,15,3,dry_grassland,4,2018,Simon_Reith,69.5,8,0.59584057,2018,Simon_Reith2018
L6_10_2019,L6_10,6,3,50,15,3,dry_grassland,4,2019,Linda_Weggler,88.5,12,0.525764618,2019,Linda_Weggler2019
L6_10_2020,L6_10,6,3,50,15,3,dry_grassland,4,2020,Katharina_Beck,85,14,0.834907117,2020,Katharina_Beck2020
L6_10_2021,L6_10,6,3,50,15,3,dry_grassland,4,2021,Markus_Bauer,72.5,17,1.805989044,2021,Markus_Bauer2021
L6_11_2018,L6_11,6,3,50,15,2,hay_meadow,8,2018,Simon_Reith,20,8,1.51485604,2018,Simon_Reith2018
L6_11_2019,L6_11,6,3,50,15,2,hay_meadow,8,2019,Linda_Weggler,59.5,15,1.775276498,2019,Linda_Weggler2019
L6_11_2020,L6_11,6,3,50,15,2,hay_meadow,8,2020,Katharina_Beck,75,21,2.154216675,2020,Katharina_Beck2020
L6_11_2021,L6_11,6,3,50,15,2,hay_meadow,8,2021,Markus_Bauer,77.5,16,1.9769012,2021,Markus_Bauer2021
L6_12_2018,L6_12,6,3,50,15,4,dry_grassland,8,2018,Simon_Reith,71.5,11,0.499035847,2018,Simon_Reith2018
L6_12_2019,L6_12,6,3,50,15,4,dry_grassland,8,2019,Linda_Weggler,91.5,15,0.681271165,2019,Linda_Weggler2019
L6_12_2020,L6_12,6,3,50,15,4,dry_grassland,8,2020,Katharina_Beck,90,18,1.069390855,2020,Katharina_Beck2020
L6_12_2021,L6_12,6,3,50,15,4,dry_grassland,8,2021,Markus_Bauer,70.5,14,1.604974584,2021,Markus_Bauer2021
L6_13_2018,L6_13,6,4,0,30,4,dry_grassland,8,2018,Simon_Reith,28,10,1.836032411,2018,Simon_Reith2018
L6_13_2019,L6_13,6,4,0,30,4,dry_grassland,8,2019,Linda_Weggler,79,15,1.145995327,2019,Linda_Weggler2019
L6_13_2020,L6_13,6,4,0,30,4,dry_grassland,8,2020,Katharina_Beck,76,15,2.112575366,2020,Katharina_Beck2020
L6_13_2021,L6_13,6,4,0,30,4,dry_grassland,8,2021,Markus_Bauer,72,14,1.657182011,2021,Markus_Bauer2021
L6_14_2018,L6_14,6,4,0,30,2,hay_meadow,8,2018,Simon_Reith,17.5,13,1.685067407,2018,Simon_Reith2018
L6_14_2019,L6_14,6,4,0,30,2,hay_meadow,8,2019,Linda_Weggler,58.5,16,1.111203165,2019,Linda_Weggler2019
L6_14_2020,L6_14,6,4,0,30,2,hay_meadow,8,2020,Katharina_Beck,58,16,2.013965974,2020,Katharina_Beck2020
L6_14_2021,L6_14,6,4,0,30,2,hay_meadow,8,2021,Markus_Bauer,73,24,2.138424692,2021,Markus_Bauer2021
L6_15_2018,L6_15,6,4,0,30,1,hay_meadow,4,2018,Simon_Reith,20.5,7,1.449037626,2018,Simon_Reith2018
L6_15_2019,L6_15,6,4,0,30,1,hay_meadow,4,2019,Linda_Weggler,59.5,12,1.527097625,2019,Linda_Weggler2019
L6_15_2020,L6_15,6,4,0,30,1,hay_meadow,4,2020,Katharina_Beck,80,18,2.263292601,2020,Katharina_Beck2020
L6_15_2021,L6_15,6,4,0,30,1,hay_meadow,4,2021,Markus_Bauer,75,14,1.730990364,2021,Markus_Bauer2021
L6_16_2018,L6_16,6,4,0,30,3,dry_grassland,4,2018,Simon_Reith,25.5,11,1.768559249,2018,Simon_Reith2018
L6_16_2019,L6_16,6,4,0,30,3,dry_grassland,4,2019,Linda_Weggler,69.5,18,2.35247184,2019,Linda_Weggler2019
L6_16_2020,L6_16,6,4,0,30,3,dry_grassland,4,2020,Katharina_Beck,83,20,1.856395623,2020,Katharina_Beck2020
L6_16_2021,L6_16,6,4,0,30,3,dry_grassland,4,2021,Markus_Bauer,72,19,2.427345545,2021,Markus_Bauer2021
L6_17_2018,L6_17,6,5,25,30,1,hay_meadow,4,2018,Simon_Reith,16,7,1.246829642,2018,Simon_Reith2018
L6_17_2019,L6_17,6,5,25,30,1,hay_meadow,4,2019,Linda_Weggler,68,17,2.259987045,2019,Linda_Weggler2019
L6_17_2020,L6_17,6,5,25,30,1,hay_meadow,4,2020,Katharina_Beck,80,21,2.068617367,2020,Katharina_Beck2020
L6_17_2021,L6_17,6,5,25,30,1,hay_meadow,4,2021,Markus_Bauer,77,13,2.083457824,2021,Markus_Bauer2021
L6_18_2018,L6_18,6,5,25,30,4,dry_grassland,8,2018,Simon_Reith,19.5,18,2.504419064,2018,Simon_Reith2018
L6_18_2019,L6_18,6,5,25,30,4,dry_grassland,8,2019,Linda_Weggler,62,19,2.146577502,2019,Linda_Weggler2019
L6_18_2020,L6_18,6,5,25,30,4,dry_grassland,8,2020,Katharina_Beck,65.5,20,2.288214021,2020,Katharina_Beck2020
L6_18_2021,L6_18,6,5,25,30,4,dry_grassland,8,2021,Markus_Bauer,72.5,17,2.104465687,2021,Markus_Bauer2021
L6_19_2018,L6_19,6,5,25,30,2,hay_meadow,8,2018,Simon_Reith,30.5,11,1.678081744,2018,Simon_Reith2018
L6_19_2019,L6_19,6,5,25,30,2,hay_meadow,8,2019,Linda_Weggler,65,14,1.860445957,2019,Linda_Weggler2019
L6_19_2020,L6_19,6,5,25,30,2,hay_meadow,8,2020,Katharina_Beck,63,21,2.01141639,2020,Katharina_Beck2020
L6_19_2021,L6_19,6,5,25,30,2,hay_meadow,8,2021,Markus_Bauer,71,17,2.221347716,2021,Markus_Bauer2021
L6_20_2018,L6_20,6,5,25,30,3,dry_grassland,4,2018,Simon_Reith,32,13,2.182995977,2018,Simon_Reith2018
L6_20_2019,L6_20,6,5,25,30,3,dry_grassland,4,2019,Linda_Weggler,83,14,1.297420666,2019,Linda_Weggler2019
L6_20_2020,L6_20,6,5,25,30,3,dry_grassland,4,2020,Katharina_Beck,75,16,2.082546297,2020,Katharina_Beck2020
L6_20_2021,L6_20,6,5,25,30,3,dry_grassland,4,2021,Markus_Bauer,65.5,14,1.826446015,2021,Markus_Bauer2021
L6_21_2018,L6_21,6,6,50,30,3,dry_grassland,4,2018,Simon_Reith,78,8,0.467447096,2018,Simon_Reith2018
L6_21_2019,L6_21,6,6,50,30,3,dry_grassland,4,2019,Linda_Weggler,86.5,15,1.226815194,2019,Linda_Weggler2019
L6_21_2020,L6_21,6,6,50,30,3,dry_grassland,4,2020,Katharina_Beck,78,15,2.175475501,2020,Katharina_Beck2020
L6_21_2021,L6_21,6,6,50,30,3,dry_grassland,4,2021,Markus_Bauer,89,14,1.869450288,2021,Markus_Bauer2021
L6_22_2018,L6_22,6,6,50,30,2,hay_meadow,8,2018,Simon_Reith,78,8,0.467447096,2018,Simon_Reith2018
L6_22_2019,L6_22,6,6,50,30,2,hay_meadow,8,2019,Linda_Weggler,73,13,1.125465489,2019,Linda_Weggler2019
L6_22_2020,L6_22,6,6,50,30,2,hay_meadow,8,2020,Katharina_Beck,55.5,18,2.000921789,2020,Katharina_Beck2020
L6_22_2021,L6_22,6,6,50,30,2,hay_meadow,8,2021,Markus_Bauer,85,16,2.05264845,2021,Markus_Bauer2021
L6_23_2018,L6_23,6,6,50,30,4,dry_grassland,8,2018,Simon_Reith,86,9,0.581379931,2018,Simon_Reith2018
L6_23_2019,L6_23,6,6,50,30,4,dry_grassland,8,2019,Linda_Weggler,91,9,0.783037361,2019,Linda_Weggler2019
L6_23_2020,L6_23,6,6,50,30,4,dry_grassland,8,2020,Katharina_Beck,90,19,1.150738158,2020,Katharina_Beck2020
L6_23_2021,L6_23,6,6,50,30,4,dry_grassland,8,2021,Markus_Bauer,86,12,1.354275777,2021,Markus_Bauer2021
L6_24_2018,L6_24,6,6,50,30,1,hay_meadow,4,2018,Simon_Reith,65.5,10,0.962495268,2018,Simon_Reith2018
L6_24_2019,L6_24,6,6,50,30,1,hay_meadow,4,2019,Linda_Weggler,76,13,1.607573781,2019,Linda_Weggler2019
L6_24_2020,L6_24,6,6,50,30,1,hay_meadow,4,2020,Katharina_Beck,61,17,1.902922788,2020,Katharina_Beck2020
L6_24_2021,L6_24,6,6,50,30,1,hay_meadow,4,2021,Markus_Bauer,82.5,14,2.154266965,2021,Markus_Bauer2021
W1_01_2018,W1_01,1,1,0,15,3,dry_grassland,4,2018,Simon_Reith,71,9,0.672197361,2018,Simon_Reith2018
W1_01_2019,W1_01,1,1,0,15,3,dry_grassland,4,2019,Jakob_Huber,79.5,24,2.080451019,2019,Jakob_Huber2019
W1_01_2020,W1_01,1,1,0,15,3,dry_grassland,4,2020,Katharina_Beck,104.5,26,2.252992208,2020,Katharina_Beck2020
W1_01_2021,W1_01,1,1,0,15,3,dry_grassland,4,2021,Markus_Bauer,103,26,2.67281986,2021,Markus_Bauer2021
W1_02_2018,W1_02,1,1,0,15,4,dry_grassland,8,2018,Simon_Reith,62,12,0.605781423,2018,Simon_Reith2018
W1_02_2019,W1_02,1,1,0,15,4,dry_grassland,8,2019,Jakob_Huber,94.5,32,1.881752059,2019,Jakob_Huber2019
W1_02_2020,W1_02,1,1,0,15,4,dry_grassland,8,2020,Katharina_Beck,99.5,30,2.042609152,2020,Katharina_Beck2020
W1_02_2021,W1_02,1,1,0,15,4,dry_grassland,8,2021,Markus_Bauer,102,28,2.691398206,2021,Markus_Bauer2021
W1_03_2018,W1_03,1,1,0,15,1,hay_meadow,4,2018,Simon_Reith,67.5,13,0.608651174,2018,Simon_Reith2018
W1_03_2019,W1_03,1,1,0,15,1,hay_meadow,4,2019,Jakob_Huber,93,28,2.358412383,2019,Jakob_Huber2019
W1_03_2020,W1_03,1,1,0,15,1,hay_meadow,4,2020,Katharina_Beck,99.5,26,2.516989363,2020,Katharina_Beck2020
W1_03_2021,W1_03,1,1,0,15,1,hay_meadow,4,2021,Markus_Bauer,110,30,2.423708104,2021,Markus_Bauer2021
W1_04_2018,W1_04,1,1,0,15,2,hay_meadow,8,2018,Simon_Reith,68.5,12,0.645606006,2018,Simon_Reith2018
W1_04_2019,W1_04,1,1,0,15,2,hay_meadow,8,2019,Jakob_Huber,100.5,27,1.985391349,2019,Jakob_Huber2019
W1_04_2020,W1_04,1,1,0,15,2,hay_meadow,8,2020,Katharina_Beck,96,27,2.231777891,2020,Katharina_Beck2020
W1_04_2021,W1_04,1,1,0,15,2,hay_meadow,8,2021,Markus_Bauer,100.5,19,1.947014728,2021,Markus_Bauer2021
W1_05_2018,W1_05,1,2,25,15,2,hay_meadow,8,2018,Simon_Reith,67,18,1.167700966,2018,Simon_Reith2018
W1_05_2019,W1_05,1,2,25,15,2,hay_meadow,8,2019,Jakob_Huber,102.5,26,2.065189507,2019,Jakob_Huber2019
W1_05_2020,W1_05,1,2,25,15,2,hay_meadow,8,2020,Katharina_Beck,101.5,27,1.805589532,2020,Katharina_Beck2020
W1_05_2021,W1_05,1,2,25,15,2,hay_meadow,8,2021,Markus_Bauer,120,26,2.561893634,2021,Markus_Bauer2021
W1_06_2018,W1_06,1,2,25,15,4,dry_grassland,8,2018,Simon_Reith,63,15,1.005347555,2018,Simon_Reith2018
W1_06_2019,W1_06,1,2,25,15,4,dry_grassland,8,2019,Jakob_Huber,107.5,21,1.528511159,2019,Jakob_Huber2019
W1_06_2020,W1_06,1,2,25,15,4,dry_grassland,8,2020,Katharina_Beck,112,27,2.202607283,2020,Katharina_Beck2020
W1_06_2021,W1_06,1,2,25,15,4,dry_grassland,8,2021,Markus_Bauer,100,28,2.830045177,2021,Markus_Bauer2021
